,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
22181,983876120207115440,https://www.airbnb.com/rooms/983876120207115440,20241129051305,2024-11-30,city scrape,Precioso lugar para descansar,"It is a small apartment conditioned and  designed for the   rest of the visitor of the City of Buenos Aires, located in one  of the best areas of Palermo, meters from large green spaces, parks with lakes, also (ex Zoo). Today eco park, botanical garden, Japanese garden, museums and shopping centers, everything can be reached walking, there is also a wide variety of bars, restaurants and gastronomy .","It is one of the best areas in the City of Buenos Aires,  with lots of greenery and outdoors of the great parks, lakes, gardens, zoo (today eco park) Botanical Garden, Jardin Japones, museums and large shops  with a variety of gastronomy",https://a0.muscache.com/pictures/miso/Hosting-983876120207115440/original/22c2acc0-ae6d-469c-b192-a377930ccd12.jpeg,537848828,https://www.airbnb.com/users/show/537848828,Sebastian Alejandro,2023-09-19,,,within a day,0.75,0.33,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1,2,"['email', 'phone']",f,t,"Buenos Aires, Argentina",Palermo,,-34.5790737,-58.411223,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""First aid kit"", ""Wifi"", ""Kitchen"", ""TV"", ""Air conditioning"", ""Refrigerator"", ""Fire extinguisher""]",40380.0,1,365,1,1,365,365,1.0,365.0,,t,0,29,59,239,2024-11-30,2,2,0,2024-02-02,2024-05-10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.2
22248,985001337330675253,https://www.airbnb.com/rooms/985001337330675253,20241129051305,2024-12-01,city scrape,Departamento en San telmo,"SAN TELMO â€“ GREAT LOCATION!<br />â€¢ Equipped and furnished, spacious, comfortable and bright apartment.  Located in one of the most iconic neighborhoods in the City of Buenos Aires with proximity to the most touristy points, steps away from Puerto Madero and La Boca.<br />â€¢Surrounded by the best cuisine and a few meters from public transport",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6OTg1MDAxMzM3MzMwNjc1MjUz/original/87a968b8-0431-4ba3-94d7-d90ef2f1bc31.jpeg,495141661,https://www.airbnb.com/users/show/495141661,Ignacio,2023-01-09,,,within a day,0.5,0.83,t,https://a0.muscache.com/im/pictures/user/User-495141661/original/df86a0c5-6aa6-455e-b5af-2fe2d9dac665.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-495141661/original/df86a0c5-6aa6-455e-b5af-2fe2d9dac665.jpeg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,San Telmo,,-34.6237956031493,-58.3728125318884,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Bed linens"", ""Wifi"", ""Cooking basics"", ""Laundromat nearby"", ""First aid kit"", ""Kitchen"", ""Elevator"", ""Host greets you"", ""Air conditioning"", ""Extra pillows and blankets"", ""Refrigerator"", ""Patio or balcony"", ""Bidet"", ""Dishes and silverware"", ""Heating"", ""TV"", ""Hot water"", ""Wine glasses"", ""Bathtub"", ""Dining table"", ""Cleaning products""]",26247.0,3,1125,3,3,1125,1125,3.0,1125.0,,t,0,0,0,102,2024-12-01,6,6,0,2024-01-01,2024-04-15,4.83,4.83,4.83,4.67,4.83,4.5,4.83,,f,2,2,0,0,0.54
22251,985036451970255988,https://www.airbnb.com/rooms/985036451970255988,20241129051305,2024-11-29,city scrape,HabitaciÃ³n Doble con balcÃ³n Deluxe. Recoleta,"Casa Par is an elegant French style home in the heart of Recoleta, restored and transformed into a hotel with modern details and facilities. We offer 5 spacious rooms with ceilings and high windows, all with en-suite bathrooms. We also have a communal dining room and terrace. Easily enter with a pin code that will be provided to you. The location in Casa Par in Recoleta is second to none, standing out for its safety and accessibility and nightlife.",,https://a0.muscache.com/pictures/miso/Hosting-985036451970255988/original/3179a8dd-8b9f-47ec-ad95-a8a8dd3dd888.jpeg,500047276,https://www.airbnb.com/users/show/500047276,Manuel,2023-02-07,,,within a day,0.5,0.83,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,Barrio Norte,2,3,['phone'],f,t,,Recoleta,,-34.5908457,-58.3975486,Room in hotel,Private room,2,1.0,1 bath,1.0,1.0,"[""Bed linens"", ""Wifi"", ""Essentials"", ""Keypad"", ""Self check-in"", ""Cleaning products"", ""Fire extinguisher"", ""Hair dryer"", ""Mini fridge"", ""Body soap"", ""Hangers"", ""Air conditioning"", ""Crib"", ""Patio or balcony"", ""Clothing storage"", ""Cleaning available during stay"", ""Bidet"", ""Heating"", ""Long term stays allowed"", ""Safe"", ""TV"", ""Hot water"", ""Luggage dropoff allowed"", ""Shampoo"", ""Room-darkening shades"", ""Conditioner"", ""Shower gel""]",79750.0,1,365,1,1,365,365,1.0,365.0,,t,20,36,66,246,2024-11-29,9,6,0,2023-10-17,2024-05-28,5.0,5.0,5.0,5.0,5.0,5.0,4.67,,f,2,0,2,0,0.66
22252,985082193978105101,https://www.airbnb.com/rooms/985082193978105101,20241129051305,2024-11-30,city scrape,Estudiantes medicina UBA,"Very close to the Faculty of Medicine and Economics.<br />Spacious, bright, spacious placards.","Few meters away from medical and economic faculty.<br />Meters from Paseo , bars, cinema.<br />All means of transportation.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6OTg1MDgyMTkzOTc4MTA1MTAx/original/f417bd13-c242-4548-8404-6e3ac79eb482.jpeg,474733826,https://www.airbnb.com/users/show/474733826,Pilar,2022-08-12,,,within a day,0.88,1.0,f,https://a0.muscache.com/im/pictures/user/ae3db9c9-fbc8-464f-bf86-274cc7fd7099.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ae3db9c9-fbc8-464f-bf86-274cc7fd7099.jpg?aki_policy=profile_x_medium,Barrio Norte,3,3,"['email', 'phone']",t,t,"Buenos Aires, Argentina",Recoleta,,-34.59909,-58.40127,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2.0,4.0,"[""Kitchen"", ""Wifi"", ""Dedicated workspace"", ""TV"", ""Washer""]",40380.0,3,365,3,3,365,365,3.0,365.0,,t,0,28,58,58,2024-11-30,0,0,0,,,,,,,,,,,f,1,1,0,0,
22293,986141718084974250,https://www.airbnb.com/rooms/986141718084974250,20241129051305,2024-11-29,city scrape,Monoambiente en Saavedra,"Take a break and relax in this quiet single environment a few meters from Saveedra Park. With an industrial  and modern style, the space has a balcony, queen size bed, spacious bathroom, new refrigerator and a laundry room inside the building.",,https://a0.muscache.com/pictures/miso/Hosting-986141718084974250/original/39217704-4f44-4564-b1f3-f962f3e3aeb7.jpeg,2370776,https://www.airbnb.com/users/show/2370776,Pilar,2012-05-14,"Buenos Aires, Argentina",,within a day,0.5,1.0,f,https://a0.muscache.com/im/pictures/user/User-2370776/original/1b931ea4-c3e7-477d-a64b-9b53cb78f193.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-2370776/original/1b931ea4-c3e7-477d-a64b-9b53cb78f193.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Saavedra,,-34.55219,-58.48349,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Smoking allowed"", ""Kitchen"", ""Wifi"", ""Pets allowed"", ""Air conditioning"", ""Refrigerator""]",28266.0,5,100,3,5,100,100,4.7,100.0,,t,8,38,68,68,2024-11-29,5,3,0,2023-11-09,2024-08-28,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.39
22294,986144822523772260,https://www.airbnb.com/rooms/986144822523772260,20241129051305,2024-11-30,city scrape,Barrio Chino CÃ³modo Apartamento,"Enjoy Ciudad de Buenos Aires in this comfortable apartment in the heart of Barrio Chino. <br />The Chinatown of Buenos Aires is a slice of the Belgrano neighborhood with a markedly oriental identity, which was defined as a result of a wave of retirement during the 1980s in which many Asian immigrant families were established.","The Chinatown of Buenos Aires is a slice of the Belgrano neighborhood with a markedly oriental identity, which was defined as a result of a wave of immigration during the 1980s in which many Asian immigrant families were established, mainly from Taiwan. These Chinese, Japanese, and Taiwanese families quickly changed the neighborhood's appearance with the opening of numerous Asian, local restaurants to the street, and even one of the city's first Buddhist temples, Chong Kuan Temple, opened in 1988, on MontaÃ±eses Street.<br /><br />The best thing to recommend for a visit to the Chinatown is to enter through the imposing access archway, located in Juramento and ArribeÃ±os. This way, you'll see on either side of the street the shops and supermarkets with typical oriental products, from imported food to decor items or hose and anime venues (Japanese cartoons and cartoons and cartoons).<br /><br />If you are in Buenos Aires during the traditional Chinese New Year celebration (between the end ",https://a0.muscache.com/pictures/miso/Hosting-986144822523772260/original/a1ec35de-1865-4341-aeb5-d2078cef68f3.jpeg,442210662,https://www.airbnb.com/users/show/442210662,Federico,2022-01-26,,I'am ready to asist you,within a day,0.74,0.96,f,https://a0.muscache.com/im/pictures/user/2a65678e-1ab5-4554-b1fd-d5b12a9763b9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2a65678e-1ab5-4554-b1fd-d5b12a9763b9.jpg?aki_policy=profile_x_medium,Barrio Norte,11,15,['phone'],t,t,"Buenos Aires, Argentina",Belgrano,,-34.5550561,-58.4510219999999,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Wifi"", ""Kitchen"", ""Self check-in"", ""Dedicated workspace"", ""TV"", ""Air conditioning"", ""Paid parking on premises"", ""Keypad"", ""Fire extinguisher"", ""Pool""]",28983.0,3,100,3,3,100,100,3.0,100.0,,t,28,58,88,88,2024-11-30,12,7,2,2023-10-11,2024-11-10,4.67,5.0,4.83,4.83,4.83,4.92,4.67,,t,11,11,0,0,0.86
22300,986230156390976549,https://www.airbnb.com/rooms/986230156390976549,20241129051305,2024-11-30,city scrape,Barrio Chino Moderno Apartamento,"Enjoy Ciudad de Buenos Aires in this comfortable apartment in the heart of Barrio Chino. <br />The Chinatown of Buenos Aires is a slice of the Belgrano neighborhood with a markedly oriental identity, which was defined as a result of a wave of retirement during the 1980s in which many Asian immigrant families were established.","The Chinatown of Buenos Aires is a slice of the Belgrano neighborhood with a markedly oriental identity, which was defined as a result of a wave of immigration during the 1980s in which many Asian immigrant families were established, mainly from Taiwan. These Chinese, Japanese, and Taiwanese families quickly changed the neighborhood's appearance with the opening of numerous Asian, local restaurants to the street, and even one of the city's first Buddhist temples, Chong Kuan Temple, opened in 1988, on MontaÃ±eses Street.<br /><br />The best thing to recommend for a visit to the Chinatown is to enter through the imposing access archway, located in Juramento and ArribeÃ±os. This way, you'll see on either side of the street the shops and supermarkets with typical oriental products, from imported food to decor items or hose and anime venues (Japanese cartoons and cartoons and cartoons).<br /><br />If you are in Buenos Aires during the traditional Chinese New Year celebration (between the end ",https://a0.muscache.com/pictures/miso/Hosting-986230156390976549/original/57200ba8-9985-4aff-9616-10823a360bc2.jpeg,442210662,https://www.airbnb.com/users/show/442210662,Federico,2022-01-26,,I'am ready to asist you,within a day,0.74,0.96,f,https://a0.muscache.com/im/pictures/user/2a65678e-1ab5-4554-b1fd-d5b12a9763b9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2a65678e-1ab5-4554-b1fd-d5b12a9763b9.jpg?aki_policy=profile_x_medium,Barrio Norte,11,15,['phone'],t,t,"Buenos Aires, Argentina",Belgrano,,-34.5550561,-58.4510219999999,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Bidet"", ""Wifi"", ""Kitchen"", ""Dishes and silverware"", ""Shared pool"", ""Self check-in"", ""Paid parking on premises"", ""Central heating"", ""TV"", ""Air conditioning"", ""Dedicated workspace"", ""Hot water"", ""Backyard"", ""Refrigerator"", ""Keypad"", ""Fire extinguisher""]",24662.0,3,100,3,3,100,100,3.0,100.0,,t,28,58,88,88,2024-11-30,18,15,1,2023-10-17,2024-11-08,4.44,4.89,4.89,4.89,4.44,4.94,4.5,,t,11,11,0,0,1.31
22301,986243183384573684,https://www.airbnb.com/rooms/986243183384573684,20241129051305,2024-11-30,city scrape,Amplio Apartamento en el Barrio Chino,"Enjoy Ciudad de Buenos Aires in this comfortable apartment in the heart of Barrio Chino. <br />The Chinatown of Buenos Aires is a slice of the Belgrano neighborhood with a markedly oriental identity, which was defined as a result of a wave of retirement during the 1980s in which many Asian immigrant families were established.","The Chinatown of Buenos Aires is a slice of the Belgrano neighborhood with a markedly oriental identity, which was defined as a result of a wave of immigration during the 1980s in which many Asian immigrant families were established, mainly from Taiwan. These Chinese, Japanese, and Taiwanese families quickly changed the neighborhood's appearance with the opening of numerous Asian, local restaurants to the street, and even one of the city's first Buddhist temples, Chong Kuan Temple, opened in 1988, on MontaÃ±eses Street.<br /><br />The best thing to recommend for a visit to the Chinatown is to enter through the imposing access archway, located in Juramento and ArribeÃ±os. This way, you'll see on either side of the street the shops and supermarkets with typical oriental products, from imported food to decor items or hose and anime venues (Japanese cartoons and cartoons and cartoons).<br /><br />If you are in Buenos Aires during the traditional Chinese New Year celebration (between the end ",https://a0.muscache.com/pictures/miso/Hosting-986243183384573684/original/28fa5139-4bb0-49d1-8245-e0b87fc2964f.jpeg,442210662,https://www.airbnb.com/users/show/442210662,Federico,2022-01-26,,I'am ready to asist you,within a day,0.74,0.96,f,https://a0.muscache.com/im/pictures/user/2a65678e-1ab5-4554-b1fd-d5b12a9763b9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2a65678e-1ab5-4554-b1fd-d5b12a9763b9.jpg?aki_policy=profile_x_medium,Barrio Norte,11,15,['phone'],t,t,"Buenos Aires, Argentina",Belgrano,,-34.5550561,-58.4510219999999,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Wifi"", ""Kitchen"", ""Dishes and silverware"", ""Shared pool"", ""Self check-in"", ""Paid parking on premises"", ""Dedicated workspace"", ""TV"", ""Air conditioning"", ""Backyard"", ""Refrigerator"", ""Keypad"", ""Fire extinguisher""]",30426.0,3,100,3,3,100,100,3.0,100.0,,t,0,8,38,38,2024-11-30,11,7,2,2023-10-09,2024-11-14,4.27,4.82,4.55,4.82,4.36,4.82,4.36,,t,11,11,0,0,0.79
22309,986322271383926113,https://www.airbnb.com/rooms/986322271383926113,20241129051305,2024-11-30,city scrape,"Departamento en Recoleta, Caba",Enjoy a stylish experience at this centrally located home.,,https://a0.muscache.com/pictures/miso/Hosting-986322271383926113/original/5173c201-3277-4d7a-9a87-020162094c07.jpeg,97417367,https://www.airbnb.com/users/show/97417367,Miriam,2016-09-30,,,within a day,1.0,0.33,f,https://a0.muscache.com/im/pictures/user/13b43a01-e0ea-42f8-af5f-0839bc2341c2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/13b43a01-e0ea-42f8-af5f-0839bc2341c2.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Recoleta,,-34.5869682763083,-58.4057218686558,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Exterior security cameras on property"", ""Wifi"", ""Kitchen"", ""TV"", ""Hot water"", ""Hair dryer""]",42399.0,2,7,2,2,7,7,2.0,7.0,,t,29,59,89,256,2024-11-30,2,2,0,2024-07-13,2024-08-27,4.5,4.5,5.0,5.0,5.0,5.0,4.5,,f,1,1,0,0,0.43
22319,986808590240065580,https://www.airbnb.com/rooms/986808590240065580,20241129051305,2024-11-30,city scrape,Charming French-Style 2-BR Apartment in Recoleta,"This magnificent 120m2 fully furnished apartment built in the late 1920s is located in the upscale neighbourhood of Recoleta on Arenales street. It radiates old-world charm with luxurious oak parquet and marble floors, tall ceilings with intricate carvings, turn of the century cedar doors and beautiful stained glass windows. It has lots of natural light and is quiet (no bus traffic on this block).",,https://a0.muscache.com/pictures/hosting/Hosting-986808590240065580/original/fed5ad96-6ea4-47a6-aea7-e03a846db482.jpeg,126081958,https://www.airbnb.com/users/show/126081958,Santiago,2017-04-16,Switzerland,,within a day,1.0,0.89,f,https://a0.muscache.com/im/pictures/user/659dcee6-79ed-47fe-8c63-906a1541b39c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/659dcee6-79ed-47fe-8c63-906a1541b39c.jpg?aki_policy=profile_x_medium,Recoleta,2,2,"['phone', 'work_email']",t,t,,Recoleta,,-34.5948702832548,-58.3916332572698,Entire rental unit,Entire home/apt,2,2.0,2 baths,2.0,2.0,"[""Bed linens"", ""Freezer"", ""Wifi"", ""Essentials"", ""Dryer"", ""Coffee"", ""Fire extinguisher"", ""Hair dryer"", ""Stove"", ""Cooking basics"", ""Laundromat nearby"", ""Kitchen"", ""Elevator"", ""Host greets you"", ""Mosquito net"", ""Body soap"", ""Hangers"", ""Microwave"", ""Air conditioning"", ""Extra pillows and blankets"", ""Washer"", ""Ceiling fan"", ""Refrigerator"", ""Clothing storage"", ""Oven"", ""Bidet"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Heating"", ""Long term stays allowed"", ""Safe"", ""TV"", ""Dedicated workspace"", ""Hot tub"", ""Hot water"", ""Iron"", ""Sound system"", ""Wine glasses"", ""Shampoo"", ""Exterior security cameras on property"", ""Bathtub"", ""Room-darkening shades"", ""Coffee maker: Nespresso, pour-over coffee"", ""Blender"", ""Dining table"", ""Shower gel"", ""Toaster""]",121139.0,20,180,19,19,180,180,19.0,180.0,,t,10,40,70,345,2024-11-30,3,3,0,2023-12-09,2024-04-30,4.0,4.33,5.0,5.0,4.67,5.0,4.33,,f,2,2,0,0,0.25
22322,987003902019587177,https://www.airbnb.com/rooms/987003902019587177,20241129051305,2024-11-29,city scrape,"Depto 2 dorm, 2 baÃ±os en piso alto con pileta","Relax in this beautiful complex with 24hs security, heated pool, jacuzzi, sauna, gym, laundry area and more. This cozy 2 bedroom very bright apartment on the 16th floor in NuÃ±ez offers comfort, tranquility and very nice views. With radiant slab heating and 3 air conditioners.<br />Minutes from major shoppings and a few steps from supermarkets and outdoor recreation. Great connectivity. Book your stay in Buenos Aires now!","NuÃ±ez neighborhood. Living in NÃºÃ±ez is a unique experience. This charming neighborhood offers an excellent quality of life, with its privileged location, natural environment, cultural offerings, cuisine and quality education.  <br />The residential and wooded area of NÃºÃ±ez is home to the Antonio Vespucio Liberti Monumental Stadium, a giant soccer stadium known as the â€œEl Monumentalâ€. It is the home of River Plate, one of the main football teams in Argentina, where the main music shows (recitals) are also held in Argentina.",https://a0.muscache.com/pictures/miso/Hosting-987003902019587177/original/c72bad27-eebd-47a8-bbd8-4ca64b0b231e.jpeg,75985763,https://www.airbnb.com/users/show/75985763,Ezequiel,2016-06-05,"Buenos Aires, Argentina",,within a day,1.0,,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1,1,['phone'],f,t,"Buenos Aires, Argentina",NuÃ±ez,,-34.5376887241707,-58.4666832693115,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,3.0,"[""Bed linens"", ""Freezer"", ""Wifi"", ""Essentials"", ""Outdoor dining area"", ""Coffee"", ""Fire extinguisher"", ""Sun loungers"", ""Hair dryer"", ""Stove"", ""Free street parking"", ""Cooking basics"", ""Baking sheet"", ""First aid kit"", ""Kitchen"", ""Laundromat nearby"", ""Elevator"", ""Body soap"", ""Hangers"", ""Microwave"", ""Exercise equipment: elliptical, free weights, stationary bike, treadmill, yoga mat, workout bench"", ""Clothing storage: walk-in closet and closet"", ""Air conditioning"", ""Shared backyard \u2013 Fully fenced"", ""Refrigerator"", ""Oven"", ""Bidet"", ""Free parking on premises"", ""Dishes and silverware"", ""Long term stays allowed"", ""Window guards"", ""Shared outdoor pool - available all year, open specific hours, heated, lap pool"", ""Dedicated workspace"", ""TV"", ""Hot tub"", ""Hot water"", ""Iron"", ""Wine glasses"", ""Radiant heating"", ""Shampoo"", ""Hot water kettle"", ""Shared sauna"", ""Bathtub"", ""Coffee maker: drip coffee maker"", ""Room-darkening shades"", ""Dining table"", ""Blender"", ""Cleaning products"", ""Shared gym in building"", ""Toaster""]",80759.0,7,365,7,7,365,365,7.0,365.0,,t,0,27,57,147,2024-11-29,0,0,0,,,,,,,,,,,f,1,1,0,0,
22346,987873804134231316,https://www.airbnb.com/rooms/987873804134231316,20241129051305,2024-11-30,previous scrape,Moreno 550: Your Refuge in the Heart of Montserrat,"This brand new and minimalist studio invites you to enjoy comfort and style in the heart of the city. nside, you'll find a 30m2 space with a fully equipped kitchen and an impeccable bathroom. Perfect for a peaceful retreat, the apartment features two single beds and an uncluttered environment that allows you to relax and recharge.","And what about the neighborhood? Montserrat is a vibrant and culturally rich district in the heart of Buenos Aires. Just steps from Moreno 550, you'll find the iconic Plaza de Mayo, the Buenos Aires Cathedral, and the Cabildo, where the history of Argentina comes to life. Explore the San Telmo neighborhood, known for its famous antique fair and bohemian atmosphere. Furthermore, the proximity to shopping areas offers the opportunity for shopping and entertainment.",https://a0.muscache.com/pictures/prohost-api/Hosting-987873804134231316/original/915a6dae-bd11-4e63-a317-d473a8d47a62.jpeg,160000912,https://www.airbnb.com/users/show/160000912,Leonel,2017-11-24,"Buenos Aires, Argentina","Nacido en RÃ­o Gallegos, Santa Cruz, actualmente me encuentro en Buenos Aires estudiando dos tecnicaturas:
- Martillero pÃºblico y corredor.

AdemÃ¡s, en mi tiempo libre trabajo administrando consorcios.
Me gusta hacer trekking, pescar y pasar tiempo en familia.
",within a day,0.91,0.65,f,https://a0.muscache.com/im/pictures/user/945c033a-6064-4e3a-8c38-e51b53ee4285.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/945c033a-6064-4e3a-8c38-e51b53ee4285.jpg?aki_policy=profile_x_medium,Barrio Norte,10,14,"['email', 'phone']",t,t,"Buenos Aires, Argentina",Monserrat,,-34.6124631804468,-58.3748659012763,Entire rental unit,Entire home/apt,2,,1 bath,,,"[""TV with standard cable"", ""Bed linens"", ""Wifi"", ""Self check-in"", ""Stove"", ""Free street parking"", ""Paid parking garage on premises"", ""Cooking basics"", ""Kitchen"", ""Elevator"", ""Microwave"", ""Air conditioning"", ""Oven"", ""Free parking on premises"", ""Dishes and silverware"", ""Heating"", ""Long term stays allowed"", ""Hot water"", ""Shampoo"", ""Bathtub"", ""Private entrance"", ""Building staff""]",,28,90,28,28,90,90,28.0,90.0,,t,0,0,0,0,2024-11-30,6,3,0,2023-11-10,2024-01-22,4.33,4.5,5.0,4.5,4.0,5.0,4.83,,f,8,8,0,0,0.47
22375,988499311996396147,https://www.airbnb.com/rooms/988499311996396147,20241129051305,2024-11-30,city scrape,Encantador departamento en Barrio Norte,"Enjoy the simplicity and comfort in this central accommodation in Barrio Norte. Located just a few steps from Avenida Santa Fe, Coronel DÃ­az and Shopping Alto Palermo, our apartment offers you a quiet and cozy space in the heart of the Federal Capital.","Barrio Norte, is an iconic and vibrant neighborhood that combines urban living with tranquility. Its strategic location puts you minutes from major attractions and renowned shops such as Avenida Santa Fe and Shopping Alto Palermo.<br /><br />Enjoy eclectic cuisine ranging from traditional grills to fine dining to fine dining. The neighborhood is a cultural treasure trove with historic theatres and renowned museums.<br /><br />Stroll through tree-lined streets and admire French-style architecture. At night, nightlife comes alive with bars and clubs.<br /><br />With excellent transportation connections and a safe environment, Barrio Norte is the ideal place to explore and enjoy Buenos Aires.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6OTg4NDk5MzExOTk2Mzk2MTQ3/original/73a456ad-ad4a-4e5e-a606-e60633ae521d.jpeg,538916865,https://www.airbnb.com/users/show/538916865,Ana,2023-09-25,"Puerto San JuliÃ¡n, Argentina","Me encanta relacionarme y conocer gente.
Me considero una persona divertida y muy buena anfitriona.",within a day,0.75,0.67,f,https://a0.muscache.com/im/pictures/user/User-538916865/original/0db8013a-ff92-46cc-8e89-85e925c33633.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-538916865/original/0db8013a-ff92-46cc-8e89-85e925c33633.jpeg?aki_policy=profile_x_medium,Barrio Norte,1,1,['phone'],t,t,"Buenos Aires, Argentina",Recoleta,,-34.5882072,-58.4058775,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2.0,2.0,"[""Bed linens"", ""Freezer"", ""Wifi"", ""Essentials"", ""Hair dryer"", ""Clothing storage: closet"", ""Cooking basics"", ""Baking sheet"", ""Kitchen"", ""Trash compactor"", ""Host greets you"", ""Hangers"", ""Microwave"", ""Air conditioning"", ""Washer"", ""Ceiling fan"", ""Refrigerator"", ""Outdoor shower"", ""Books and reading material"", ""Oven"", ""Bidet"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Dedicated workspace"", ""TV"", ""Hot water"", ""Iron"", ""Gas stove"", ""Wine glasses"", ""Shampoo"", ""Hot water kettle"", ""Room-darkening shades"", ""Private patio or balcony"", ""Conditioner"", ""Dining table"", ""Toaster""]",75712.0,3,25,1,3,25,25,3.0,25.0,,t,16,41,71,251,2024-11-30,5,2,0,2023-10-16,2024-03-17,4.8,4.6,4.6,5.0,5.0,4.8,5.0,,f,1,1,0,0,0.36
