,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
32581,1219689618029257876,https://www.airbnb.com/rooms/1219689618029257876,20241129051305,2024-11-30,city scrape,Departamento en la boca,Relax with the whole family in this home where the tranquility is breathed with a spectacular panoramic view of the city and the mouth court.,,https://a0.muscache.com/pictures/hosting/Hosting-1219689618029257876/original/b983fefd-ba77-41b8-8216-74217e571e34.jpeg,6645757,https://www.airbnb.com/users/show/6645757,Federico,2013-05-29,"Buenos Aires, Argentina","Hola Soy Federico de Buenos Aires trabajo en la venta de artÃ­culos electrÃ³nicos. Soy una persona tranquila, no soy fumador y mis amigos tampoco. Tenemos muchas ganas de recorrer la cuidad. Saludos quedo a la espera de una respuesta. Muchas gracias",within an hour,1.0,0.92,f,https://a0.muscache.com/im/users/6645757/profile_pic/1433871753/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/6645757/profile_pic/1433871753/original.jpg?aki_policy=profile_x_medium,Barrio Norte,5,5,"['email', 'phone']",t,t,,Boca,,-34.6310591135065,-58.3641115235352,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Wifi"", ""Kitchen"", ""Pets allowed"", ""Dedicated workspace"", ""TV"", ""Air conditioning"", ""Washer""]",31870.0,3,365,1,3,365,365,3.0,365.0,,t,1,1,1,125,2024-11-30,4,4,1,2024-08-16,2024-11-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,5,5,0,0,1.12
32598,1219970820431312953,https://www.airbnb.com/rooms/1219970820431312953,20241129051305,2024-11-30,city scrape,Apartamento para 2 personas en Almagro,"Fully equipped 1 bedroom apartment in Almagro. <br />Living dining with sofa, mesa with chairs. <br />Fully-equipped kitchen.<br />Bedroom with double bed and placard.<br />Full bathroom with a tub. <br />A large balcony.<br />Internet Wi Fi - HD Cable TV<br />The building has a pool (enabled only during the summer months). There is a construction site on the side of the building.",,https://a0.muscache.com/pictures/miso/Hosting-1219970820431312953/original/4b122520-ca22-489a-bfb6-ce922701de4b.jpeg,3469227,https://www.airbnb.com/users/show/3469227,Federico,2012-09-04,,"Soy de Buenos Aires, capital federal ",within an hour,1.0,0.85,t,https://a0.muscache.com/im/users/3469227/profile_pic/1346778347/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3469227/profile_pic/1346778347/original.jpg?aki_policy=profile_x_medium,Monserrat,180,264,"['email', 'phone']",t,t,,Almagro,,-34.6027718,-58.4278726999999,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Bed linens"", ""Wifi"", ""Essentials"", ""Hair dryer"", ""Stove"", ""Cooking basics"", ""Kitchen"", ""Hangers"", ""Microwave"", ""Air conditioning"", ""Refrigerator"", ""Patio or balcony"", ""Clothing storage"", ""Oven"", ""Bidet"", ""Dishes and silverware"", ""Heating"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Iron"", ""Paid parking off premises"", ""Hot water kettle"", ""Pool"", ""Bathtub"", ""Coffee maker"", ""Toaster""]",57541.0,3,365,3,3,365,365,3.0,365.0,,t,15,45,75,350,2024-11-30,2,2,1,2024-09-30,2024-10-31,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,f,180,180,0,0,0.97
32599,1219980062263774157,https://www.airbnb.com/rooms/1219980062263774157,20241129051305,2024-11-30,city scrape,Apartamento en Almagro de 1 Dormitorio 2 Personas,"Bright 1 bedroom apartment in Almagro fully equipped. <br />Living room with sofa, table with chairs, breakfast bar with sidewalks. <br />Fully-equipped kitchen.<br />Bedroom with double bed and placard.<br />Full bathroom with bathtub. <br />Balcony<br />Internet Wi Fi - HD Cable TV<br />The building has a pool (enabled only during the summer months). There is a construction site on the side of the building.",,https://a0.muscache.com/pictures/miso/Hosting-1219980062263774157/original/66169525-8e6f-4fda-b06b-ffb2a3c2b870.jpeg,3469227,https://www.airbnb.com/users/show/3469227,Federico,2012-09-04,,"Soy de Buenos Aires, capital federal ",within an hour,1.0,0.85,t,https://a0.muscache.com/im/users/3469227/profile_pic/1346778347/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3469227/profile_pic/1346778347/original.jpg?aki_policy=profile_x_medium,Monserrat,180,264,"['email', 'phone']",t,t,,Almagro,,-34.6027718,-58.4278726999999,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Bed linens"", ""Wifi"", ""Essentials"", ""Hair dryer"", ""Stove"", ""Cooking basics"", ""Kitchen"", ""Hangers"", ""Microwave"", ""Air conditioning"", ""Refrigerator"", ""Patio or balcony"", ""Clothing storage"", ""Oven"", ""Bidet"", ""Dishes and silverware"", ""Heating"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Iron"", ""Paid parking off premises"", ""Hot water kettle"", ""Pool"", ""Bathtub"", ""Coffee maker"", ""Toaster""]",57339.0,3,365,3,3,365,365,3.0,365.0,,t,2,32,62,337,2024-11-30,0,0,0,,,,,,,,,,,f,180,180,0,0,
32605,1220249933044107699,https://www.airbnb.com/rooms/1220249933044107699,20241129051305,2024-11-30,city scrape,Apartment in Recoleta 140 sqm,"This apartment is located in the heart of Recoleta neighbourhood. Three blocks away from Patio Bullrich shopping mall. Recoleta is known for its parks, squares and french architecture. The area has a wide variety of restaurantes, shops and galleries.",,https://a0.muscache.com/pictures/hosting/Hosting-1220249933044107699/original/59d1543b-c929-40c7-a5f3-6b6fdda50759.png,195055141,https://www.airbnb.com/users/show/195055141,Cecilia,2018-06-11,"Vicente LÃ³pez, Argentina",,within an hour,1.0,1.0,t,https://a0.muscache.com/im/pictures/user/User-195055141/original/9632595e-60b4-44b7-b789-c7f699e95ec2.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-195055141/original/9632595e-60b4-44b7-b789-c7f699e95ec2.jpeg?aki_policy=profile_x_medium,Barrio Norte,3,3,"['email', 'phone']",t,t,,Recoleta,,-34.5914779,-58.388017,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,3.0,"[""Bed linens"", ""Freezer"", ""Wifi"", ""Essentials"", ""Pets allowed"", ""Other stove"", ""Coffee"", ""Outdoor dining area"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Cleaning products"", ""Outdoor furniture"", ""Hair dryer"", ""Smoking allowed"", ""Cooking basics"", ""Baking sheet"", ""First aid kit"", ""Kitchen"", ""Laundromat nearby"", ""Elevator"", ""Body soap"", ""Hangers"", ""Microwave"", ""Central heating"", ""Air conditioning"", ""Clothing storage: closet and dresser"", ""Washer"", ""Refrigerator"", ""Outdoor shower"", ""Books and reading material"", ""Heating - split type ductless system"", ""Oven"", ""Bidet"", ""Cleaning available during stay"", ""Indoor fireplace"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Bikes"", ""Free parking on premises"", ""Long term stays allowed"", ""Fireplace guards"", ""Crib - always at the listing"", ""Dedicated workspace"", ""TV"", ""Hot water"", ""Iron"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Shampoo"", ""Bathtub"", ""Private entrance"", ""Coffee maker: french press"", ""Room-darkening shades"", ""Private patio or balcony"", ""Conditioner"", ""Dining table"", ""Blender"", ""BBQ grill"", ""Shower gel"", ""Toaster""]",141329.0,1,365,1,1,365,365,1.0,365.0,,t,7,16,16,280,2024-11-30,0,0,0,,,,,,,,,,,f,1,1,0,0,
32621,1220971280727026035,https://www.airbnb.com/rooms/1220971280727026035,20241129051305,2024-11-30,city scrape,Departamento dos ambientes en increible edificio,"Two-room apartment with large balcony. It's in a new building that has the best and most complete amenities. Features a living-diner, full kitchenette, one bedroom with a king bed, walk-in closet, toilette and full bathroom.<br />The building has an external pool, heated indoor pool, gym, jogging track, massage rooms, sauna, coworking space.<br />The apartment has cold air conditioning/carlor in the living room and in the bedroom, and also heating",,https://a0.muscache.com/pictures/miso/Hosting-1220971280727026035/original/21952982-9186-432e-8d64-cde13d53a6e3.jpeg,87795225,https://www.airbnb.com/users/show/87795225,Cecilia,2016-08-03,Argentina,,within a few hours,1.0,0.8,f,https://a0.muscache.com/im/pictures/user/e0dc22c2-6888-42e3-98b1-65f2c7df42e3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e0dc22c2-6888-42e3-98b1-65f2c7df42e3.jpg?aki_policy=profile_x_medium,Pinar de Festa,3,3,"['email', 'phone']",t,t,,Colegiales,,-34.5790668,-58.4426637,Entire rental unit,Entire home/apt,2,1.5,1.5 baths,1.0,1.0,"[""Bed linens"", ""Wifi"", ""Essentials"", ""Exercise equipment"", ""Sun loungers"", ""Kitchen"", ""Hangers"", ""Air conditioning"", ""Extra pillows and blankets"", ""Clothing storage"", ""Free parking on premises"", ""Heating"", ""Dedicated workspace"", ""TV"", ""Hot tub"", ""Iron"", ""Fire pit"", ""Pool"", ""Room-darkening shades""]",95902.0,6,365,6,6,365,365,6.0,365.0,,t,9,31,61,336,2024-11-30,0,0,0,,,,,,,,,,,f,1,1,0,0,
32679,1223058150117672620,https://www.airbnb.com/rooms/1223058150117672620,20241129051305,2024-11-30,city scrape,Moderno y CÃ¡lido departamento en Palermo Hollywood,"Modern and bright apartment located in the Palermo Hollywood neighborhood, the most artistic and picturesque neighborhood in the city full of art, culture and gastronomy.<br />The apartment is completely furnished and equipped for both long stays and for small stays, it is also very well connected to public transport, which makes it ideal for exploring the city!",,https://a0.muscache.com/pictures/hosting/Hosting-1223058150117672620/original/83b4e80f-3669-49fc-af32-7bb4adb1ac66.jpeg,193738631,https://www.airbnb.com/users/show/193738631,Federico,2018-06-05,"Buenos Aires, Argentina",,within an hour,1.0,1.0,t,https://a0.muscache.com/im/pictures/user/User-193738631/original/9be3a051-459f-431f-bcfb-771a5711186a.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-193738631/original/9be3a051-459f-431f-bcfb-771a5711186a.jpeg?aki_policy=profile_x_medium,Palermo Hollywood,3,3,"['email', 'phone']",t,t,,Palermo,,-34.5875542232137,-58.4383108124275,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Bed linens"", ""Freezer"", ""Wifi"", ""Philco refrigerator"", ""Samsung oven"", ""Keypad"", ""Self check-in"", ""Coffee maker: Nespresso"", ""Coffee"", ""Outdoor furniture"", ""Hair dryer"", ""Clothing storage: closet"", ""Housekeeping - included with your stay"", ""Free street parking"", ""Cooking basics"", ""Kitchen"", ""Elevator"", ""Body soap"", ""Hangers"", ""Microwave"", ""Air conditioning"", ""Heating - split type ductless system"", ""Bidet"", ""Dishes and silverware"", ""Dedicated workspace"", ""TV"", ""Hot water"", ""Iron"", ""Wine glasses"", ""Shampoo"", ""Hot water kettle"", ""Bathtub"", ""Private patio or balcony"", ""Conditioner"", ""Dining table"", ""BBQ grill"", ""Cleaning products""]",30285.0,2,365,2,2,365,365,2.0,365.0,,t,1,3,10,31,2024-11-30,10,10,0,2024-08-25,2024-10-21,4.9,5.0,5.0,5.0,5.0,4.9,5.0,,t,3,3,0,0,3.06
32695,1223320726151634122,https://www.airbnb.com/rooms/1223320726151634122,20241129051305,2024-11-29,city scrape,Amplio monoambiente en NuÃ±ez,Relax in this unique and quiet accommodation.,,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTIyMzMyMDcyNjE1MTYzNDEyMg%3D%3D/original/37bdd3e7-6083-48e8-a62b-aedf3c2e4b34.jpeg,1028764,https://www.airbnb.com/users/show/1028764,Cecilia,2011-08-27,"Buenos Aires, Argentina","ComencÃ© en el 2018 alquilando mi departamento, y al dia de hoy sigo enamorada de esta plataforma.
Como administradora, mi objetivo es brindarte una estadÃ­a inolvidable en mis departamentos exclusivos para que tengas la mejor experiencia en la ciudad. AquÃ­ conoci a grandes personas que al dÃ­a de hoy son mis amigos, quizÃ¡s tu seas el proximo.",within an hour,0.98,0.9,f,https://a0.muscache.com/im/pictures/user/a33251f1-4fe5-4e38-bf83-8530b8c84df4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a33251f1-4fe5-4e38-bf83-8530b8c84df4.jpg?aki_policy=profile_x_medium,Palermo,51,188,['phone'],t,t,,NuÃ±ez,,-34.5477,-58.45938,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Bed linens"", ""Freezer"", ""Wifi"", ""Essentials"", ""Pets allowed"", ""Free washer \u2013 In building"", ""Free street parking"", ""Baking sheet"", ""Laundromat nearby"", ""Kitchen"", ""Trash compactor"", ""Hangers"", ""Microwave"", ""Backyard"", ""Air conditioning"", ""Extra pillows and blankets"", ""Refrigerator"", ""Patio or balcony"", ""Housekeeping available every day - available at extra cost"", ""Clothing storage"", ""Oven"", ""Dishes and silverware"", ""Heating"", ""Long term stays allowed"", ""Safe"", ""TV"", ""Hot water"", ""Wine glasses"", ""Hot water kettle"", ""Babysitter recommendations"", ""Carbon monoxide alarm"", ""Bathtub"", ""Room-darkening shades"", ""Dining table"", ""Coffee maker"", ""Cleaning products"", ""Paid crib - available upon request"", ""Toaster""]",80759.0,3,365,3,3,365,365,3.0,365.0,,t,21,51,81,356,2024-11-29,1,1,0,2024-10-08,2024-10-08,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,38,38,0,0,0.57
32715,1223874617706374716,https://www.airbnb.com/rooms/1223874617706374716,20241129051305,2024-11-30,city scrape,San Telmo Beauty,"Bright and renovated vintage apartment for three people in the heart of San Telmo. Two large bedrooms, a spacious living room, a bathroom, and a kitchen with a breakfast bar.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTIyMzg3NDYxNzcwNjM3NDcxNg%3D%3D/original/60f9d801-d0a2-47eb-bcde-a08cfe328e6d.jpeg,226327260,https://www.airbnb.com/users/show/226327260,Martin,2018-11-18,"Buenos Aires, Argentina","InformÃ¡tico. NacÃ­ y crecÃ­ en Buenos Aires. VivÃ­ en todos lados pero San Telmo donde mÃ¡s me encuentro.

PD: Cinco cuatro nueve uno uno seis ocho tres tres nueve cuatro dos seis.",within an hour,1.0,1.0,,https://a0.muscache.com/im/pictures/user/User-226327260/original/74696b9c-4fd8-4386-908d-474db08cd67a.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-226327260/original/74696b9c-4fd8-4386-908d-474db08cd67a.jpeg?aki_policy=profile_x_medium,,4,5,"['email', 'phone', 'work_email']",t,t,,Constitucion,,-34.61869,-58.3775,Entire rental unit,Entire home/apt,3,1.0,1 bath,2.0,2.0,"[""Bed linens"", ""Freezer"", ""Wifi"", ""Pets allowed"", ""Coffee"", ""Fire extinguisher"", ""Hair dryer"", ""Mini fridge"", ""Free street parking"", ""Cooking basics"", ""Laundromat nearby"", ""First aid kit"", ""Kitchen"", ""Body soap"", ""Hangers"", ""Microwave"", ""Extra pillows and blankets"", ""Ceiling fan"", ""Refrigerator"", ""Clothing storage"", ""Oven"", ""Bidet"", ""Dishes and silverware"", ""Long term stays allowed"", ""Dedicated workspace"", ""TV"", ""Hot water"", ""Iron"", ""AC - split type ductless system"", ""Portable heater"", ""Luggage dropoff allowed"", ""Hot water kettle"", ""Portable fans"", ""Paid parking lot off premises"", ""Room-darkening shades"", ""Dining table"", ""Blender"", ""Coffee maker"", ""Cleaning products""]",31984.0,5,180,1,5,1125,1125,5.0,1125.0,,t,7,28,48,296,2024-11-30,7,7,3,2024-09-15,2024-11-26,5.0,5.0,5.0,5.0,4.71,5.0,5.0,,f,1,1,0,0,2.73
32717,1223918267178999196,https://www.airbnb.com/rooms/1223918267178999196,20241129051305,2024-11-30,city scrape,Miralejos BotÃ¡nico,"It is an apartment with a super bright and spacious newly released environment with everything you need to spend a beautiful stay. It has a table and chairs on the balcony to enjoy the sun and the open view of the city.<br />It is equipped with crockery and kitchen items, Electric kitchen with 2 anaphes, cold air conditioning and appliances . New double bed and box spring. A spacious wifi placard and smart TV screen.",,https://a0.muscache.com/pictures/miso/Hosting-1223918267178999196/original/47661b38-b1aa-4c11-9788-0f74739b45b2.jpeg,478744555,https://www.airbnb.com/users/show/478744555,Federico,2022-09-08,"Buenos Aires, Argentina",,within an hour,1.0,1.0,t,https://a0.muscache.com/im/pictures/user/f4bd2675-f531-4d27-aba8-4e14719d694c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f4bd2675-f531-4d27-aba8-4e14719d694c.jpg?aki_policy=profile_x_medium,Barrio Norte,7,7,"['email', 'phone']",t,t,,Palermo,,-34.5822883,-58.4093604,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Wifi"", ""Kitchen"", ""Pets allowed"", ""Dedicated workspace"", ""TV"", ""Air conditioning""]",33919.0,3,30,3,3,30,30,3.0,30.0,,t,13,43,73,163,2024-11-30,1,1,0,2024-10-23,2024-10-23,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,t,7,7,0,0,0.77
32876,1228963615391459521,https://www.airbnb.com/rooms/1228963615391459521,20241129051305,2024-12-01,city scrape,Gran departamento a estrenar en Palermo Soho,"Explore our stylish new apartment ideal for two people, with a full kitchen and a charming balcony. Located in Palermo Soho, the epicenter of culture and tourism with the best shops, bars and cafes. Immerse yourself in the Argentine gastronomic experience, with the famous Don Julio restaurant just two blocks away. Make your stay an unforgettable experience in this cozy corner of Buenos Aires!",,https://a0.muscache.com/pictures/hosting/Hosting-1228963615391459521/original/2c90c65b-3610-45e0-bd0a-5e5494d8f85d.jpeg,131180171,https://www.airbnb.com/users/show/131180171,Martin,2017-05-20,"Buenos Aires, Argentina","Soy un economista y trabajo como asesor financiero. Mi flexibilidad laboral me permite dedicar tiempo a nuevas oportunidades, y actualmente, encuentro la combinaciÃ³n perfecta al embarcarme en la emocionante tarea de ser anfitriÃ³n en Airbnb. Disfruto de la libertad para gestionar mi tiempo, lo cual me permite brindar una atenciÃ³n dedicada a quienes eligen hospedarse en mi espacio.",within an hour,1.0,0.99,t,https://a0.muscache.com/im/pictures/user/User-131180171/original/03fc2bb0-64a7-4703-b661-e9c16e89148a.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-131180171/original/03fc2bb0-64a7-4703-b661-e9c16e89148a.jpeg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,,Palermo,,-34.5826966913991,-58.4285073048643,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Bed linens"", ""Wifi"", ""Essentials"", ""Self check-in"", ""Fire extinguisher"", ""Smoking allowed"", ""Cooking basics"", ""Kitchen"", ""Elevator"", ""Lockbox"", ""Smoke alarm"", ""Body soap"", ""Air conditioning"", ""Refrigerator"", ""Clothing storage"", ""Oven"", ""Bidet"", ""Dishes and silverware"", ""Heating"", ""Long term stays allowed"", ""Dedicated workspace"", ""TV"", ""Hot water"", ""Shampoo"", ""Hot water kettle"", ""Pool"", ""Room-darkening shades"", ""Cleaning products"", ""Toaster""]",43267.0,3,365,3,10,365,365,3.2,365.0,,t,8,38,68,332,2024-12-01,6,6,1,2024-08-28,2024-11-25,5.0,5.0,4.83,5.0,5.0,5.0,5.0,,f,4,4,0,0,1.88
32907,1229611435752106355,https://www.airbnb.com/rooms/1229611435752106355,20241129051305,2024-11-30,city scrape,Down Town City Center,"Located in the heart of the city within walking distance of the main tourist attractions, restaurants, shops and nightlifeep it simple at this peaceful and centrally-located place.",,https://a0.muscache.com/pictures/miso/Hosting-1229611435752106355/original/8b0ff97e-5dcd-4672-9edc-01bb9e23a2c3.jpeg,16157317,https://www.airbnb.com/users/show/16157317,Cecilia,2014-05-30,"San Juan, Puerto Rico","Tranquila alegre simpÃ¡tica, no me gustan los problemas ni las peleas, soy muy sociable, amable y bien predispuesta siempre a ayudar",within an hour,1.0,1.0,t,https://a0.muscache.com/im/pictures/user/ce58f811-7a44-4476-9849-3dd33d540eb7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ce58f811-7a44-4476-9849-3dd33d540eb7.jpg?aki_policy=profile_x_medium,Palermo,15,18,"['email', 'phone']",t,t,,San Nicolas,,-34.59902,-58.38009,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Bed linens"", ""Wifi"", ""Stove"", ""Cooking basics"", ""Baking sheet"", ""Kitchen"", ""Laundromat nearby"", ""Elevator"", ""Body soap"", ""Hangers"", ""Microwave"", ""Air conditioning"", ""Extra pillows and blankets"", ""Refrigerator"", ""Clothing storage"", ""Oven"", ""Dishes and silverware"", ""Heating"", ""Safe"", ""TV"", ""Dedicated workspace"", ""Hot water"", ""Paid parking off premises"", ""Wine glasses"", ""Hot water kettle"", ""Single level home"", ""Private entrance"", ""Room-darkening shades"", ""Coffee maker""]",37351.0,3,365,3,3,365,365,3.0,365.0,,t,16,40,70,345,2024-11-30,6,6,1,2024-09-01,2024-11-04,4.83,4.67,5.0,5.0,5.0,4.83,4.67,,t,11,11,0,0,1.98
32979,1231940601026414058,https://www.airbnb.com/rooms/1231940601026414058,20241129051305,2024-11-30,city scrape,Amplio Departamento en el Centro,"Beautiful and spacious apartment for six people. Two bedrooms with 6 beds (one double that can be divided into two), living room dining room of 40 square meters, 2 full bathrooms, large kitchen and laundry room.<br />Located in the center of the Autonomous City of Buenos Aires, two blocks from the Obelisk and one from Teatro ColÃ³n, two blocks from Avenida Corrientes and its theatres. One block of Subte and Metrobus, and access to all bus lines, perfect for domestic and foreign tourists.",,https://a0.muscache.com/pictures/miso/Hosting-1231940601026414058/original/d77331f6-83c8-42c7-acbc-24884a6b1f92.jpeg,1028764,https://www.airbnb.com/users/show/1028764,Cecilia,2011-08-27,"Buenos Aires, Argentina","ComencÃ© en el 2018 alquilando mi departamento, y al dia de hoy sigo enamorada de esta plataforma.
Como administradora, mi objetivo es brindarte una estadÃ­a inolvidable en mis departamentos exclusivos para que tengas la mejor experiencia en la ciudad. AquÃ­ conoci a grandes personas que al dÃ­a de hoy son mis amigos, quizÃ¡s tu seas el proximo.",within an hour,0.98,0.9,f,https://a0.muscache.com/im/pictures/user/a33251f1-4fe5-4e38-bf83-8530b8c84df4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a33251f1-4fe5-4e38-bf83-8530b8c84df4.jpg?aki_policy=profile_x_medium,Palermo,51,188,['phone'],t,t,,San Nicolas,,-34.6018911821189,-58.3793634549369,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,5.0,"[""Bed linens"", ""Freezer"", ""Wifi"", ""Essentials"", ""Hair dryer"", ""Stove"", ""Free street parking"", ""Cooking basics"", ""Baking sheet"", ""Kitchen"", ""Trash compactor"", ""Laundromat nearby"", ""Elevator"", ""Hangers"", ""Microwave"", ""Air conditioning"", ""Extra pillows and blankets"", ""Refrigerator"", ""Housekeeping available from 10:00\u202fAM to 4:00\u202fPM, every day - available at extra cost"", ""Clothing storage"", ""Oven"", ""Bidet"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Heating"", ""Long term stays allowed"", ""Dedicated workspace"", ""TV"", ""Hot water"", ""Iron"", ""Wine glasses"", ""Hot water kettle"", ""Single level home"", ""Babysitter recommendations"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Dining table"", ""Coffee maker"", ""Cleaning products"", ""Paid crib - available upon request"", ""Toaster""]",79316.0,3,365,3,3,365,365,3.0,365.0,,t,26,56,86,361,2024-11-30,2,2,0,2024-09-22,2024-10-14,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,f,38,38,0,0,0.86
33059,1233480694604104795,https://www.airbnb.com/rooms/1233480694604104795,20241129051305,2024-12-01,city scrape,Departamento en Recoleta,"Enjoy the simplicity of this quiet and central place.<br /><br />Comfortable apartment in an excellent location.<br />It is located 5 blocks from Av. Santa Fe and 2 blocks from Av. Las Heras.  accessibility to means of transport.<br />A gastronomic area, surrounded by bars and restaurants. <br />A few blocks from the Faculty of Law, Recoleta Cemetery, and Alto Palermo and Recoleta mall shopping centers.<br />The accommodation<br />This is a two-room apartment in a safe and quiet area",,https://a0.muscache.com/pictures/hosting/Hosting-1233480694604104795/original/11840513-8326-4892-9077-5d3b80588558.jpeg,134367160,https://www.airbnb.com/users/show/134367160,Federico,2017-06-10,"ChascomÃºs, Argentina",,a few days or more,0.3,0.6,f,https://a0.muscache.com/im/pictures/user/User-134367160/original/89df676b-a059-4d72-a5bd-ce65b86e9fe9.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-134367160/original/89df676b-a059-4d72-a5bd-ce65b86e9fe9.jpeg?aki_policy=profile_x_medium,Barrio Norte,1,1,"['email', 'phone']",t,t,,Recoleta,,-34.5869618062568,-58.401460152258,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Wifi"", ""Pets allowed"", ""Smoking allowed"", ""Baking sheet"", ""Laundromat nearby"", ""Kitchen"", ""Elevator"", ""Hangers"", ""Microwave"", ""Air conditioning"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Dedicated workspace"", ""TV"", ""Hot water"", ""Wine glasses"", ""Ethernet connection"", ""Bathtub"", ""Cleaning products"", ""Toaster"", ""Rice maker""]",22209.0,3,365,3,3,365,365,3.0,365.0,,t,23,53,83,358,2024-12-01,0,0,0,,,,,,,,,,,f,1,1,0,0,
